Id,Text,Query,Label,LabelStr
1398511570259480577,,guns should be regulated,2,NEUTRAL
1397640161760923648,,guns should be regulated,1,FAVOR
1397637151198679040,,guns should be regulated,1,FAVOR
1397633972218187778,,guns should be regulated,0,AGAINST
1397969724122742791,,guns should be regulated,0,AGAINST
1397668330723430400,,guns should be regulated,0,AGAINST
1398483473250275328,,guns should be regulated,2,NEUTRAL
1397897622090772489,,guns should be regulated,1,FAVOR
1397625064317673485,,guns should be regulated,1,FAVOR
1398952463827341313,,guns should be regulated,1,FAVOR
1397668633052995585,,guns should be regulated,1,FAVOR
1397979077290520583,,guns should be regulated,1,FAVOR
1397660012000935937,,guns should be regulated,1,FAVOR
1397874750962253830,,guns should be regulated,2,NEUTRAL
1397656585506365443,,guns should be regulated,1,FAVOR
1397998834429566977,,guns should be regulated,0,AGAINST
1397966208712970245,,guns should be regulated,1,FAVOR
1397631591774507012,,guns should be regulated,2,NEUTRAL
1398033325223206919,,guns should be regulated,0,AGAINST
1384522334208462851,,guns should be regulated,0,AGAINST
1372616197389352961,,guns should be regulated,1,FAVOR
1374735143307460610,,guns should be regulated,1,FAVOR
1374483137959366657,,guns should be regulated,1,FAVOR
1374183075672813572,,guns should be regulated,1,FAVOR
1374462682561089539,,guns should be regulated,1,FAVOR
1374416432440602641,,guns should be regulated,1,FAVOR
1374424694502264835,,guns should be regulated,0,AGAINST
1372274268579500040,,guns should be regulated,2,NEUTRAL
1374398738857291785,,guns should be regulated,1,FAVOR
1374211273395597315,,guns should be regulated,1,FAVOR
1372303451091259394,,guns should be regulated,2,NEUTRAL
1374341459445432320,,guns should be regulated,1,FAVOR
1375210968708440064,,guns should be regulated,1,FAVOR
1374419051795996672,,guns should be regulated,0,AGAINST
1375151013468938240,,guns should be regulated,2,NEUTRAL
1372572880223932416,,guns should be regulated,1,FAVOR
1374744776013180935,,guns should be regulated,0,AGAINST
1383751042228097033,,guns should be regulated,1,FAVOR
1374187116176027653,,guns should be regulated,1,FAVOR
1374556954421526528,,guns should be regulated,2,NEUTRAL
1372668856104321028,,guns should be regulated,1,FAVOR
1375192667815043073,,guns should be regulated,1,FAVOR
1374339190884872193,,guns should be regulated,2,NEUTRAL
1372303679492141061,,guns should be regulated,1,FAVOR
1374530614632800256,,guns should be regulated,2,NEUTRAL
1374446592711815177,,guns should be regulated,1,FAVOR
1374385484776935424,,guns should be regulated,1,FAVOR
1377611678611865602,,guns should be regulated,1,FAVOR
1374174857504641027,,guns should be regulated,1,FAVOR
1383053388422742018,,guns should be regulated,1,FAVOR
1374414583553650695,,guns should be regulated,1,FAVOR
1375793507110109184,,guns should be regulated,0,AGAINST
1375781973252210691,,guns should be regulated,0,AGAINST
1374464061446922250,,guns should be regulated,1,FAVOR
1384219832015462402,,guns should be regulated,2,NEUTRAL
1374437360197242885,,guns should be regulated,1,FAVOR
1374439196740308992,,guns should be regulated,0,AGAINST
1381341470326546432,,guns should be regulated,1,FAVOR
1374238404603473922,,guns should be regulated,1,FAVOR
1374395647038660615,,guns should be regulated,0,AGAINST
1372658673114357765,,guns should be regulated,1,FAVOR
1372295545528725510,,guns should be regulated,1,FAVOR
1380299535411449856,,guns should be regulated,2,NEUTRAL
1374743716250988546,,guns should be regulated,1,FAVOR
1374563284137967616,,guns should be regulated,1,FAVOR
1544832642587164672,,guns should be regulated,2,NEUTRAL
1544794156953792512,,guns should be regulated,0,AGAINST
1544465306957090816,,guns should be regulated,1,FAVOR
1549609281753841666,,guns should be regulated,0,AGAINST
1544817169254551553,,guns should be regulated,2,NEUTRAL
1553262650485882880,,guns should be regulated,2,NEUTRAL
1545079852448944128,,guns should be regulated,2,NEUTRAL
1544453453639991301,,guns should be regulated,0,AGAINST
1544094023643643904,,guns should be regulated,1,FAVOR
1544090770596155392,,guns should be regulated,1,FAVOR
1545412858002956289,,guns should be regulated,1,FAVOR
1555634528836030464,,guns should be regulated,0,AGAINST
1559131658128953344,,guns should be regulated,1,FAVOR
1544744125936836608,,guns should be regulated,0,AGAINST
1545226826699661314,,guns should be regulated,2,NEUTRAL
1547547498033577990,,guns should be regulated,1,FAVOR
1545820315468500992,,guns should be regulated,0,AGAINST
1545124308103708673,,guns should be regulated,1,FAVOR
1544107739034669057,,guns should be regulated,2,NEUTRAL
1544449667957751809,,guns should be regulated,2,NEUTRAL
1545221370472288257,,guns should be regulated,2,NEUTRAL
1545185692036108289,,guns should be regulated,1,FAVOR
1544816460148736000,,guns should be regulated,2,NEUTRAL
1544763583543787521,,guns should be regulated,2,NEUTRAL
1544093790784421888,,guns should be regulated,2,NEUTRAL
1544092856834555907,,guns should be regulated,1,FAVOR
1544458174966779904,,guns should be regulated,1,FAVOR
1544803800547991552,,guns should be regulated,2,NEUTRAL
1546655577358704642,,guns should be regulated,2,NEUTRAL
1544430354387320832,,guns should be regulated,1,FAVOR
1544466345642934275,,guns should be regulated,0,AGAINST
1545471791954550786,,guns should be regulated,0,AGAINST
1544091053510254595,,guns should be regulated,2,NEUTRAL
1544460569561993219,,guns should be regulated,2,NEUTRAL
1544428778352480256,,guns should be regulated,1,FAVOR
1549879495254876160,,guns should be regulated,0,AGAINST
1544470945871659009,,guns should be regulated,1,FAVOR
1558222002309287936,,guns should be regulated,1,FAVOR
1547777963986276352,,guns should be regulated,0,AGAINST
1544451477338570757,,guns should be regulated,1,FAVOR
1545350665408487425,,guns should be regulated,1,FAVOR
1544785884708364288,,guns should be regulated,1,FAVOR
1544439178200551424,,guns should be regulated,0,AGAINST
1542843701994586113,,guns should be regulated,2,NEUTRAL
1534736940410486785,,guns should be regulated,1,FAVOR
1532542816785678348,,guns should be regulated,2,NEUTRAL
1536071502189277188,,guns should be regulated,2,NEUTRAL
1530323440200212485,,guns should be regulated,1,FAVOR
1536304273113358336,,guns should be regulated,1,FAVOR
1540185712271806465,,guns should be regulated,0,AGAINST
1544315535067713536,,guns should be regulated,0,AGAINST
1533443520823906305,,guns should be regulated,1,FAVOR
1529599765104705537,,guns should be regulated,1,FAVOR
1540446815006478336,,guns should be regulated,1,FAVOR
1539726137403887619,,guns should be regulated,0,AGAINST
1530327446733692928,,guns should be regulated,1,FAVOR
1530330582617669633,,guns should be regulated,1,FAVOR
1529249318065950720,,guns should be regulated,1,FAVOR
1536397852464775170,,guns should be regulated,1,FAVOR
1529959387749572609,,guns should be regulated,0,AGAINST
1536633153254735872,,guns should be regulated,1,FAVOR
1530321476825456641,,guns should be regulated,1,FAVOR
1540001402864418827,,guns should be regulated,0,AGAINST
1540539874113032193,,guns should be regulated,0,AGAINST
1534575569781854208,,guns should be regulated,2,NEUTRAL
1536496821131935744,,guns should be regulated,1,FAVOR
1541572464253308930,,guns should be regulated,0,AGAINST
1539948134717079554,,guns should be regulated,1,FAVOR
1534681861829513216,,guns should be regulated,2,NEUTRAL
1529966370951143424,,guns should be regulated,1,FAVOR
1532786742054502402,,guns should be regulated,1,FAVOR
1539629536895188994,,guns should be regulated,1,FAVOR
1529249494105088000,,guns should be regulated,1,FAVOR
1534505993312280578,,guns should be regulated,0,AGAINST
1534437151454007302,,guns should be regulated,1,FAVOR
1539948534736248833,,guns should be regulated,1,FAVOR
1539049065383571456,,guns should be regulated,0,AGAINST
1532948681414017024,,guns should be regulated,0,AGAINST
1530667313531191296,,guns should be regulated,1,FAVOR
1535043419608842249,,guns should be regulated,2,NEUTRAL
1536827582699560960,,guns should be regulated,1,FAVOR
1542311730130329600,,guns should be regulated,2,NEUTRAL
1529597738953891841,,guns should be regulated,1,FAVOR
1543802881350017026,,guns should be regulated,1,FAVOR
1541829308078903297,,guns should be regulated,2,NEUTRAL
1530324315819741185,,guns should be regulated,1,FAVOR
