Id,Text,Query,Label,LabelStr
1374790722373701643,,guns should be banned,1,FAVOR
1374436107429978116,,guns should be banned,0,AGAINST
1379441069616685063,,guns should be banned,2,NEUTRAL
1374195133038657546,,guns should be banned,2,NEUTRAL
1372303451091259394,,guns should be banned,2,NEUTRAL
1374348312996937733,,guns should be banned,1,FAVOR
1374398738857291785,,guns should be banned,1,FAVOR
1374424694502264835,,guns should be banned,0,AGAINST
1372274268579500040,,guns should be banned,2,NEUTRAL
1374819778431479810,,guns should be banned,2,NEUTRAL
1381747389132902402,,guns should be banned,2,NEUTRAL
1374157140571648000,,guns should be banned,1,FAVOR
1374549639387508738,,guns should be banned,1,FAVOR
1374516997627596804,,guns should be banned,1,FAVOR
1374458284472631308,,guns should be banned,2,NEUTRAL
1374531147779162112,,guns should be banned,0,AGAINST
1374341459445432320,,guns should be banned,1,FAVOR
1374735143307460610,,guns should be banned,2,NEUTRAL
1375210968708440064,,guns should be banned,1,FAVOR
1374881402550951938,,guns should be banned,1,FAVOR
1374473384709345280,,guns should be banned,2,NEUTRAL
1374211273395597315,,guns should be banned,2,NEUTRAL
1374357367022886915,,guns should be banned,1,FAVOR
1374426299658211332,,guns should be banned,0,AGAINST
1374271487318822912,,guns should be banned,2,NEUTRAL
1374740286224617472,,guns should be banned,2,NEUTRAL
1376768963720404996,,guns should be banned,0,AGAINST
1374304919478546435,,guns should be banned,2,NEUTRAL
1374175184761028619,,guns should be banned,1,FAVOR
1372616197389352961,,guns should be banned,1,FAVOR
1374483137959366657,,guns should be banned,1,FAVOR
1374416432440602641,,guns should be banned,2,NEUTRAL
1383092368665149449,,guns should be banned,2,NEUTRAL
1379970189853265923,,guns should be banned,1,FAVOR
1374183075672813572,,guns should be banned,2,NEUTRAL
1374176540393492483,,guns should be banned,1,FAVOR
1372266661806436355,,guns should be banned,1,FAVOR
1374462682561089539,,guns should be banned,1,FAVOR
1374840661048877061,,guns should be banned,2,NEUTRAL
1384522334208462851,,guns should be banned,0,AGAINST
1374806285762330625,,guns should be banned,1,FAVOR
1375066951450509314,,guns should be banned,2,NEUTRAL
1380154021680455680,,guns should be banned,2,NEUTRAL
1539206868337319936,,guns should be banned,0,AGAINST
1534568883465728000,,guns should be banned,0,AGAINST
1530659445591744513,,guns should be banned,1,FAVOR
1533163995904999424,,guns should be banned,0,AGAINST
1541557241668591618,,guns should be banned,0,AGAINST
1539995436169183234,,guns should be banned,1,FAVOR
1534503551426347015,,guns should be banned,1,FAVOR
1532795153596882944,,guns should be banned,1,FAVOR
1541206859788570624,,guns should be banned,2,NEUTRAL
1529250073552556033,,guns should be banned,1,FAVOR
1538547574872883201,,guns should be banned,1,FAVOR
1529599024587845632,,guns should be banned,2,NEUTRAL
1534692184930324481,,guns should be banned,1,FAVOR
1534437151454007302,,guns should be banned,2,NEUTRAL
1538564888351559681,,guns should be banned,2,NEUTRAL
1539991560284241925,,guns should be banned,2,NEUTRAL
1534550608304394240,,guns should be banned,2,NEUTRAL
1543731839897989120,,guns should be banned,2,NEUTRAL
1529243545584156672,,guns should be banned,2,NEUTRAL
1532514806137335808,,guns should be banned,1,FAVOR
1529246924414517248,,guns should be banned,2,NEUTRAL
1539726137403887619,,guns should be banned,0,AGAINST
1530330582617669633,,guns should be banned,1,FAVOR
1534681861829513216,,guns should be banned,2,NEUTRAL
1534999849229246484,,guns should be banned,2,NEUTRAL
1534731682032631808,,guns should be banned,0,AGAINST
1530698476509712384,,guns should be banned,2,NEUTRAL
1540420134279516160,,guns should be banned,0,AGAINST
1544126223516844033,,guns should be banned,1,FAVOR
1532723105684238336,,guns should be banned,0,AGAINST
1534549690796081153,,guns should be banned,2,NEUTRAL
1532711716672262146,,guns should be banned,1,FAVOR
1539091552466677760,,guns should be banned,2,NEUTRAL
1532719289853087744,,guns should be banned,2,NEUTRAL
1540974523486334978,,guns should be banned,1,FAVOR
1534725430938374146,,guns should be banned,0,AGAINST
1536850729733873666,,guns should be banned,2,NEUTRAL
1532690377479700480,,guns should be banned,2,NEUTRAL
1534875411234136064,,guns should be banned,0,AGAINST
1535386207525515267,,guns should be banned,0,AGAINST
1529244664154439682,,guns should be banned,2,NEUTRAL
1529250035052986372,,guns should be banned,2,NEUTRAL
1536086373760909312,,guns should be banned,2,NEUTRAL
1535463048093216768,,guns should be banned,1,FAVOR
1543564260936122368,,guns should be banned,2,NEUTRAL
1534937827485810689,,guns should be banned,1,FAVOR
