Id,Text,Query,Label,LabelStr
1532717184425795591,,guns should be banned,0,AGAINST
1532146874735415296,,guns should be banned,2,NEUTRAL
1532404247614181379,,guns should be banned,1,FAVOR
1544201603531657216,,guns should be banned,2,NEUTRAL
1532575806135930893,,guns should be banned,2,NEUTRAL
1532140487024513024,,guns should be banned,0,AGAINST
1532737822008000512,,guns should be banned,0,AGAINST
1532149557223628803,,guns should be banned,2,NEUTRAL
1532773956687634437,,guns should be banned,2,NEUTRAL
1532424635924500489,,guns should be banned,1,FAVOR
1532148069504012293,,guns should be banned,2,NEUTRAL
1532430961920552960,,guns should be banned,2,NEUTRAL
1532494790092201985,,guns should be banned,1,FAVOR
1544375648554102784,,guns should be banned,0,AGAINST
1532144178708328448,,guns should be banned,1,FAVOR
1532137711108227073,,guns should be banned,2,NEUTRAL
1532449993487011840,,guns should be banned,2,NEUTRAL
1532530969248407564,,guns should be banned,0,AGAINST
1532148176093863936,,guns should be banned,2,NEUTRAL
1532142508670525440,,guns should be banned,1,FAVOR
1532147132672655362,,guns should be banned,1,FAVOR
1532146405242028032,,guns should be banned,1,FAVOR
1532148023903637505,,guns should be banned,2,NEUTRAL
1532137526688944129,,guns should be banned,1,FAVOR
1532539671942676481,,guns should be banned,2,NEUTRAL
1532145604863766528,,guns should be banned,2,NEUTRAL
1532144723871293441,,guns should be banned,1,FAVOR
1535090599866638347,,guns should be banned,0,AGAINST
1532414268695629832,,guns should be banned,2,NEUTRAL
1534693167240462336,,guns should be banned,0,AGAINST
1532142450625724417,,guns should be banned,1,FAVOR
1532144813847494658,,guns should be banned,2,NEUTRAL
1532439475040579585,,guns should be banned,2,NEUTRAL
1532143812688105472,,guns should be banned,1,FAVOR
1532512281619099649,,guns should be banned,1,FAVOR
1532148078161055744,,guns should be banned,1,FAVOR
1532499291390070801,,guns should be banned,1,FAVOR
1532144877433245696,,guns should be banned,1,FAVOR
1532682448328441856,,guns should be banned,1,FAVOR
1532137525103427584,,guns should be banned,1,FAVOR
1532582309580374017,,guns should be banned,1,FAVOR
1532520244727652352,,guns should be banned,1,FAVOR
1532139188434440192,,guns should be banned,1,FAVOR
