Id,Text,Query,Label,LabelStr
1532147132672655362,,guns should be regulated,1,FAVOR
1532404247614181379,,guns should be regulated,1,FAVOR
1532737822008000512,,guns should be regulated,0,AGAINST
1532582309580374017,,guns should be regulated,1,FAVOR
1532139188434440192,,guns should be regulated,1,FAVOR
1544375648554102784,,guns should be regulated,0,AGAINST
1532494790092201985,,guns should be regulated,1,FAVOR
1532575806135930893,,guns should be regulated,1,FAVOR
1532539671942676481,,guns should be regulated,2,NEUTRAL
1532148023903637505,,guns should be regulated,1,FAVOR
1532430961920552960,,guns should be regulated,1,FAVOR
1535090599866638347,,guns should be regulated,2,NEUTRAL
1532144877433245696,,guns should be regulated,1,FAVOR
1532439475040579585,,guns should be regulated,1,FAVOR
1532512281619099649,,guns should be regulated,1,FAVOR
1532142450625724417,,guns should be regulated,1,FAVOR
1532149557223628803,,guns should be regulated,2,NEUTRAL
1532449816181022725,,guns should be regulated,1,FAVOR
1532489685397917700,,guns should be regulated,1,FAVOR
1545070958498775041,,guns should be regulated,1,FAVOR
1532143505690222593,,guns should be regulated,1,FAVOR
1532428188525248513,,guns should be regulated,1,FAVOR
1532689808191012864,,guns should be regulated,2,NEUTRAL
1532865107318956032,,guns should be regulated,1,FAVOR
1532615978043031552,,guns should be regulated,2,NEUTRAL
1532145326991331329,,guns should be regulated,2,NEUTRAL
1532544101106655232,,guns should be regulated,0,AGAINST
1532503628631638027,,guns should be regulated,1,FAVOR
1532144636944191490,,guns should be regulated,1,FAVOR
1532149617000783872,,guns should be regulated,1,FAVOR
1532454007939162112,,guns should be regulated,1,FAVOR
1532557721160912896,,guns should be regulated,2,NEUTRAL
1532144673589891072,,guns should be regulated,1,FAVOR
1532140105028206592,,guns should be regulated,1,FAVOR
1532695498775314433,,guns should be regulated,1,FAVOR
1532138271937019904,,guns should be regulated,2,NEUTRAL
1535676496995573767,,guns should be regulated,2,NEUTRAL
1532148783542415363,,guns should be regulated,1,FAVOR
1532412720586313730,,guns should be regulated,1,FAVOR
1532149403615739904,,guns should be regulated,1,FAVOR
1533846269440958466,,guns should be regulated,1,FAVOR
1532944223535673346,,guns should be regulated,1,FAVOR
