Id,Text,Query,Label,LabelStr
1544832642587164672,,guns should be regulated,2,NEUTRAL
1544794156953792512,,guns should be regulated,0,AGAINST
1544465306957090816,,guns should be regulated,1,FAVOR
1549609281753841666,,guns should be regulated,0,AGAINST
1544817169254551553,,guns should be regulated,2,NEUTRAL
1553262650485882880,,guns should be regulated,2,NEUTRAL
1545079852448944128,,guns should be regulated,2,NEUTRAL
1544453453639991301,,guns should be regulated,0,AGAINST
1544094023643643904,,guns should be regulated,1,FAVOR
1544090770596155392,,guns should be regulated,1,FAVOR
1545412858002956289,,guns should be regulated,1,FAVOR
1555634528836030464,,guns should be regulated,0,AGAINST
1559131658128953344,,guns should be regulated,1,FAVOR
1544744125936836608,,guns should be regulated,0,AGAINST
1545226826699661314,,guns should be regulated,2,NEUTRAL
1547547498033577990,,guns should be regulated,1,FAVOR
1545820315468500992,,guns should be regulated,0,AGAINST
1545124308103708673,,guns should be regulated,1,FAVOR
1544107739034669057,,guns should be regulated,2,NEUTRAL
1544449667957751809,,guns should be regulated,2,NEUTRAL
1545221370472288257,,guns should be regulated,2,NEUTRAL
1545185692036108289,,guns should be regulated,1,FAVOR
1544816460148736000,,guns should be regulated,2,NEUTRAL
1544763583543787521,,guns should be regulated,2,NEUTRAL
1544093790784421888,,guns should be regulated,2,NEUTRAL
1544092856834555907,,guns should be regulated,1,FAVOR
1544458174966779904,,guns should be regulated,1,FAVOR
1544803800547991552,,guns should be regulated,2,NEUTRAL
1546655577358704642,,guns should be regulated,2,NEUTRAL
1544430354387320832,,guns should be regulated,1,FAVOR
1544466345642934275,,guns should be regulated,0,AGAINST
1545471791954550786,,guns should be regulated,0,AGAINST
1544091053510254595,,guns should be regulated,2,NEUTRAL
1544460569561993219,,guns should be regulated,2,NEUTRAL
1544428778352480256,,guns should be regulated,1,FAVOR
1549879495254876160,,guns should be regulated,0,AGAINST
1544470945871659009,,guns should be regulated,1,FAVOR
1558222002309287936,,guns should be regulated,1,FAVOR
1547777963986276352,,guns should be regulated,0,AGAINST
1544451477338570757,,guns should be regulated,1,FAVOR
1545350665408487425,,guns should be regulated,1,FAVOR
1544785884708364288,,guns should be regulated,1,FAVOR
1544439178200551424,,guns should be regulated,0,AGAINST
